title	label1	label2	label3
Storm Glass (Glass, #1)	fantasy	young-adult	magic
The Sea, the Sea	fiction	classics	literature
Eden (Providence, #3)	paranormal	romance	angels
Among the Enemy (Shadow Children, #6)	young-adult	dystopia	science-fiction
Incendiary (The Premonition, #4)	angels	paranormal	fantasy
Battlefield Earth: A Saga of the Year 3000	science-fiction	fiction	fantasy
Financial Peace Revisited	non-fiction	finance	self-help
I'll Be Seeing You	mystery	fiction	suspense
This Time Together: Laughter and Reflection	non-fiction	biography	memoir
My Year of Meats	fiction	food	japan
Fledgling	fantasy	vampires	science-fiction
At Peace (The 'Burg, #2)	romance	contemporary-romance	contemporary
The House of God	medicine	fiction	medical
Last Train to Istanbul	historical-fiction	fiction	war
Echo	historical-fiction	fantasy	middle-grade
Wreck This Journal	non-fiction	art	humor
The Gulag Archipelago 1918-1956	history	non-fiction	russia
Seven Years in Tibet	travel	non-fiction	history
Commencement 	fiction	chick-lit	contemporary
The Bar Code Tattoo (Bar Code, #1)	young-adult	dystopia	science-fiction
MacRieve (Immortals After Dark, #14)	romance	fantasy	paranormal
Oogy: The Dog Only a Family Could Love	non-fiction	animals	dogs
American Tabloid (Underworld USA, #1)	fiction	crime	mystery
The Fallen and Leviathan (The Fallen, #1-2)	angels	young-adult	fantasy
The Renegades of Pern (Pern, #10)	science-fiction	fantasy	dragons
Baltasar and Blimunda	fiction	historical-fiction	classics
The Cake Bible	cookbooks	cooking	food
Serafina and the Black Cloak (Serafina, #1)	fantasy	middle-grade	mystery
A New Hope  (Star Wars: Novelizations #4)	star-wars	fiction	fantasy
Summer House	chick-lit	fiction	romance
Almost French: Love and a New Life in Paris	travel	france	non-fiction
Stupeur et tremblements	fiction	japan	contemporary
Pandora / Vittorio the Vampire (New Tales of the Vampires)	horror	fantasy	vampires
Summer and the City (The Carrie Diaries, #2)	chick-lit	young-adult	fiction
The Stone Monkey (Lincoln Rhyme, #4)	mystery	thriller	fiction
Origin in Death (In Death, #21)	mystery	romance	crime
The First Part Last (Heaven, #2)	young-adult	realistic-fiction	fiction
The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us	psychology	non-fiction	science
Prior Bad Acts (Kovac and Liska, #3)	mystery	suspense	fiction
Firestar's Quest (Warriors Super Edition, #1)	fantasy	animals	fiction
A Fraction of the Whole	fiction	australia	contemporary
This is Not My Hat	picture-books	childrens	humor
I Will Teach You To Be Rich	finance	non-fiction	business
Radiant Angel (John Corey, #7)	fiction	thriller	mystery
The Queen's Poisoner (Kingfountain, #1)	fantasy	young-adult	fiction
Rejoice (Redemption, #4)	christian-fiction	christian	fiction
Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100	science	non-fiction	physics
The Naturals (The Naturals, #1)	mystery	young-adult	thriller
Tintin in Tibet (Tintin, #20)	graphic-novels	adventure	fiction
Firewall (Wallander, #8)	mystery	crime	fiction
Tales From the Hood (The Sisters Grimm, #6)	fantasy	fairy-tales	mystery
Mutiny on the Bounty (The Bounty Trilogy, #1)	classics	historical-fiction	fiction
Love Hina, Vol. 01	manga	comics	romance
What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality	non-fiction	science	philosophy
The Wretched of Muirwood (Legends of Muirwood, #1)	fantasy	young-adult	fiction
Gentle Rogue (Malory-Anderson Family, #3)	historical-romance	romance	historical
The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)	young-adult	humor	magic
Mary Barton	fiction	classics	victorian
Nostromo	fiction	classics	literature
The Plum Tree	historical-fiction	fiction	holocaust
Death Note, Vol. 7: Zero (Death Note, #7)	manga	graphic-novels	comics
The Crown Conspiracy (The Riyria Revelations, #1)	fantasy	fiction	epic-fantasy
Styxx (Dark-Hunter, #22)	paranormal-romance	paranormal	romance
Eugénie Grandet	classics	fiction	french-literature
Essentials of Classic Italian Cooking	cookbooks	cooking	food
Silence of the Grave (Inspector Erlendur #4)	mystery	crime	fiction
The Catastrophic History of You and Me	young-adult	romance	contemporary
Girl, Stolen (Girl, Stolen #1)	young-adult	mystery	realistic-fiction
Leven Thumps and the Eyes of the Want (Leven Thumps, #3)	fantasy	young-adult	fiction
Killing Reagan: The Violent Assault That Changed a Presidency	history	non-fiction	biography
The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy	non-fiction	young-adult	dystopia
A Bargain for Frances	picture-books	childrens	fiction
Calculated in Death (In Death, #36)	mystery	romance	fiction
The Argonauts	memoir	non-fiction	feminism
Gonzo: The Life of Hunter S. Thompson	biography	non-fiction	journalism
The Last Painting of Sara de Vos	historical-fiction	fiction	art
The Sister	mystery	fiction	psychological-thriller
Kiss of Frost (Mythos Academy, #2)	young-adult	mythology	fantasy
Duck On A Bike	picture-books	childrens	animals
The Soldier's Wife	historical-fiction	historical	romance
The Shadow Throne (The Ascendance Trilogy, #3)	fantasy	young-adult	adventure
City of Glass (The New York Trilogy, #1)	fiction	mystery	literature
Memórias Póstumas de Brás Cubas	fiction	classics	brazil
This Body of Death (Inspector Lynley, #16)	mystery	fiction	crime
Emily Climbs (Emily, #2)	classics	young-adult	fiction
Kushiel's Mercy (Imriel's Trilogy, #3)	fantasy	romance	fiction
How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines	books-about-books	writing	reference
Shadows in Flight (Ender's Shadow, #5)	fiction	science-fiction	fantasy
Burn for Me (Hidden Legacy, #1)	urban-fantasy	fantasy	paranormal
Chasing Darkness (Elvis Cole, #12)	mystery	fiction	crime
ttyl (Internet Girls, #1)	young-adult	fiction	realistic-fiction
If Chins Could Kill: Confessions of a B-Movie Actor	non-fiction	biography	humor
Vampire Knight, Vol. 4 (Vampire Knight, #4)	manga	vampires	romance
Train Dreams	fiction	historical-fiction	novella
The Art of Thinking Clearly	self-help	philosophy	psychology
Mouse Paint	picture-books	childrens	art
Accidentally on Purpose (Accidentally on Purpose, #1)	romance	contemporary-romance	contemporary
Edvard Munch: 1863-1944 (Basic Art)	art	non-fiction	art-history
Art in Theory 1900 - 2000: An Anthology of Changing Ideas	art	art-history	non-fiction
Press Here	picture-books	childrens	storytime
The Killing (Cherub, #4)	young-adult	action	fiction
Darkest Fear (Myron Bolitar #7)	mystery	fiction	thriller
The Lady of Shalott	poetry	classics	fantasy
Revenge of the Wannabes (The Clique, #3)	realistic-fiction	fiction	young-adult
On the Genealogy of Morals	philosophy	non-fiction	classics
Hellblazer: Original Sins	comics	graphic-novels	horror
Happy Accidents: A Memoir	memoir	non-fiction	biography
Dawn of Wonder (The Wakening, #1)	fantasy	fiction	epic-fantasy
Celebrity in Death (In Death, #34)	mystery	romance	fiction
أقوم قيلا	non-fiction	religion	islam
The 13½ Lives of Captain Bluebear (Zamonia, #1)	fantasy	fiction	humor
The Wives of Henry VIII	history	non-fiction	biography
Every Thing on It	childrens	humor	fiction
The Snowman	picture-books	childrens	christmas
Nash (Marked Men, #4)	new-adult	romance	contemporary
Just One Drop (The Grey Wolves, #3)	werewolves	paranormal	young-adult
Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium	science	non-fiction	philosophy
Rough Country (Virgil Flowers, #3)	mystery	thriller	crime
Rabbit Redux (Rabbit Angstrom #2)	fiction	classics	american
Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion)	fiction	young-adult	childrens
Ross Poldark (Poldark, #1)	historical-fiction	fiction	historical
Orphan X (Orphan X, #1)	fiction	thriller	mystery
The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)	romance	contemporary-romance	chick-lit
Blockade Billy	horror	fiction	sports
The Matlock Paper	thriller	fiction	mystery
Breakfast with Buddha	fiction	buddhism	spirituality
The Twelve Caesars	history	classics	non-fiction
حوجن [Ḥawjan]	novels	fiction	fantasy
Sharpe's Rifles (Sharpe, #6)	historical-fiction	fiction	historical
Vector Prime (Star Wars: The New Jedi Order, #1)	star-wars	science-fiction	fiction
Touching Darkness (Midnighters, #2)	young-adult	fantasy	paranormal
Revenge of the Spellmans (The Spellmans, #3)	mystery	humor	fiction
Detroit: An American Autopsy	non-fiction	history	memoir
Gaudy Night (Lord Peter Wimsey, #12)	mystery	fiction	crime
Kings Rising (Captive Prince, #3)	fantasy	gay	romance
Rival (Fall Away, #2)	romance	contemporary	young-adult
Mortal Engines (The Hungry City Chronicles, #1)	steampunk	young-adult	science-fiction
Private London (Private #4)	mystery	thriller	crime
Blood Cross (Jane Yellowrock, #2)	urban-fantasy	fantasy	paranormal
Spying in High Heels (High Heels, #1)	mystery	romance	chick-lit
The Lady in the Lake (Philip Marlowe, #4)	mystery	fiction	crime
I Love You Through and Through	childrens	picture-books	fiction
Crash & Burn (Tessa Leoni, #3)	mystery	thriller	suspense
Justice, Volume 1	comics	graphic-novels	superheroes
River of Blue Fire (Otherland, #2)	fantasy	science-fiction	fiction
The Wind Singer (Wind on Fire, #1)	fantasy	fiction	young-adult
The End of Mr. Y	fantasy	fiction	literature
Gentlemen of the Road	fiction	historical-fiction	adventure
Those Guys Have All the Fun: Inside the World of ESPN	sports	non-fiction	history
Big Fish	fantasy	fiction	magical-realism
Breakable (Contours of the Heart, #2)	new-adult	romance	contemporary
The Death of Bees	fiction	young-adult	contemporary
Bella Tuscany	travel	non-fiction	italy
Black Dawn (The Morganville Vampires, #12)	vampires	young-adult	paranormal
Through My Eyes	sports	non-fiction	biography
Parable of the Talents (Earthseed, #2)	science-fiction	fiction	dystopia
Locke & Key, Vol. 6: Alpha & Omega	graphic-novels	comics	horror
Empire of the Sun (Empire of the Sun, #1)	fiction	historical-fiction	war
The Country Mouse and the City Mouse; The Fox and the Crow; The Dog and His Bone	childrens	picture-books	fiction
Dark Star Safari: Overland from Cairo to Cape Town	travel	africa	non-fiction
Crystal Singer (Crystal Singer, #1)	science-fiction	fantasy	fiction
The Assassin and the Underworld (Throne of Glass, #0.4)	fantasy	young-adult	novella
If You Give a Cat a Cupcake	picture-books	childrens	cats
Darth Plagueis	science-fiction	star-wars	fantasy
The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss	non-fiction	memoir	biography
Underground Airlines	fiction	science-fiction	alternate-history
Raven Black (Shetland Island, #1)	mystery	crime	fiction
Infamous (Chronicles of Nick, #3)	young-adult	paranormal	fantasy
Having Our Say: The Delany Sisters' First 100 Years	non-fiction	memoir	biography
Lush Life	fiction	mystery	new-york
What's Eating Gilbert Grape	fiction	classics	movies
Curtsies & Conspiracies (Finishing School, #2)	steampunk	young-adult	fantasy
The Truth According to Us	historical-fiction	fiction	adult-fiction
Reunion (Redemption, #5)	christian-fiction	christian	fiction
More Tales of the City (Tales of the City, #2)	fiction	lgbt	gay
Thérèse Raquin	classics	fiction	france
The Night Strangers	horror	fiction	mystery
The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)	romance	contemporary-romance	erotica
Behind Her Eyes	thriller	mystery	fiction
The King in Yellow and Other Horror Stories	horror	fiction	short-stories
H.M.S. Surprise	historical-fiction	fiction	historical
The Virtue of Selfishness: A New Concept of Egoism	philosophy	non-fiction	politics
Twenty Wishes (Blossom Street, #5)	romance	fiction	chick-lit
Through Black Spruce	fiction	canada	historical-fiction
One Good Dog	fiction	animals	dogs
Sexing the Cherry	fiction	fantasy	magical-realism
The Murderer's Daughters	fiction	mystery	contemporary
Strangers in Death (In Death, #26)	mystery	crime	fiction
The Archived (The Archived, #1)	fantasy	young-adult	horror
Glengarry Glen Ross	plays	drama	fiction
The Island of the Day Before	literature	fantasy	novels
The Sound of Gravel	non-fiction	memoir	biography
The Complete Adventures of Peter Rabbit	classics	childrens	picture-books
A Charlie Brown Christmas	christmas	childrens	picture-books
Sin City: Una Dura Despedida, #1 de 3	graphic-novels	graphic-novels-comics	fiction
Hostage to Pleasure (Psy-Changeling, #5)	paranormal	romance	fantasy
Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx	non-fiction	sociology	memoir
Resurrection	classics	fiction	russian-literature
Hard Magic (Grimnoir Chronicles, #1)	fantasy	urban-fantasy	fiction
Storm Prey (Lucas Davenport, #20)	fiction	thriller	crime
The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God	christian	non-fiction	religion
Fated (Alex Verus, #1)	urban-fantasy	fantasy	magic
Instructions for a Heatwave	fiction	historical-fiction	ireland
Victims (Alex Delaware, #27)	mystery	fiction	crime
The Job (Fox and O'Hare, #3)	mystery	fiction	humor
Old School (Diary of a Wimpy Kid, #10)	humor	middle-grade	fiction
Evelyn, After	fiction	mystery	thriller
The Skin I'm In	young-adult	realistic-fiction	fiction
The Eye of God (Sigma Force #9)	thriller	fiction	adventure
An Artist of the Floating World	fiction	japan	historical-fiction
Night Train to Lisbon	fiction	philosophy	literature
Romancing the Duke (Castles Ever After, #1)	romance	historical-romance	historical
The Man With a Load of Mischief (Richard Jury, #1)	mystery	fiction	crime
The Underworld (Fallen Star, #2)	paranormal	fantasy	young-adult
The Path Between the Seas: The Creation of the Panama Canal, 1870-1914	non-fiction	history	american-history
LaRose	fiction	literary-fiction	contemporary
Before We Met	mystery	fiction	thriller
Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter	non-fiction	memoir	humor
Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)	urban-fantasy	fantasy	fiction
The Black Arrow	classics	historical-fiction	fiction
Dead or Alive (Jack Ryan Universe, #13)	fiction	thriller	adventure
Fallen Hearts (Casteel, #3)	fiction	young-adult	horror
Dragon Prince (Dragon Prince, #1)	fantasy	dragons	fiction
The Burning Wire (Lincoln Rhyme, #9)	mystery	thriller	crime
River, Cross My Heart	fiction	historical-fiction	african-american
Lies Women Believe: And the Truth that Sets Them Free	christian	non-fiction	christian-living
To Build a Fire	short-stories	classics	adventure
Invasion of the Boy Snatchers (The Clique, #4)	young-adult	chick-lit	realistic-fiction
The 158-Pound Marriage	fiction	novels	literary-fiction
Free: The Future of a Radical Price	business	non-fiction	economics
Palestine	graphic-novels	comics	non-fiction
Dear Theo	art	non-fiction	biography
One Hundred Names	fiction	chick-lit	romance
Good Wives (Little Women, #1.5)	classics	fiction	romance
The Ghost Bride	fantasy	historical-fiction	fiction
Star Wars - Episode I: The Phantom Menace	star-wars	science-fiction	fiction
Avatar: The Last Airbender (The Promise, #2)	comics	graphic-novels	fantasy
The Pact	romance	contemporary	contemporary-romance
Girls in Love (Girls, #1)	young-adult	romance	childrens
Little Bear's Friend	childrens	picture-books	fiction
The Creative Habit: Learn It and Use It for Life	non-fiction	writing	self-help
رأيت رام الله	novels	biography	fiction
A Beautiful Dark (A Beautiful Dark, #1)	angels	young-adult	paranormal
Lady of Avalon (Avalon, #3)	fantasy	fiction	historical-fiction
Threat Vector (Jack Ryan Universe, #15)	fiction	thriller	mystery
Miles: The Autobiography	music	biography	non-fiction
The Castle in the Attic (The Castle in the Attic, #1)	childrens	fiction	fantasy
Does the Noise in My Head Bother You?	biography	music	non-fiction
The Sworn Sword (The Tales of Dunk and Egg, #2)	fiction	fantasy	epic-fantasy
The Broken Window (Lincoln Rhyme, #8)	mystery	thriller	crime
The Complete Works of H.P. Lovecraft	horror	fiction	classics
Beautiful Secret (Beautiful Bastard, #4)	romance	contemporary-romance	contemporary
Dust (Kay Scarpetta, #21)	mystery	fiction	crime
The Three Sisters	plays	classics	drama
Evil Star (The Gatekeepers, #2)	fantasy	young-adult	horror
You Were Mine (Rosemary Beach, #9)	new-adult	romance	contemporary
Full Tilt (Full #2)	romance	mystery	fiction
Beat the Reaper (Peter Brown #1)	fiction	thriller	mystery
Nantucket Nights	chick-lit	fiction	romance
The Machine Crusade (Legends of Dune, #2)	science-fiction	fiction	fantasy
Ogre, Ogre (Xanth #5)	fantasy	fiction	humor
The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set)	mystery	classics	fiction
Devil's Game (Reapers MC, #3)	romance	contemporary-romance	contemporary
The Keeping (Law of the Lycans, #3)	paranormal-romance	werewolves	paranormal
There's a Nightmare in My Closet	picture-books	childrens	fiction
Flesh and Blood (Kay Scarpetta, #22)	mystery	fiction	thriller
Breaking Free: Discover the Victory of Total Surrender	christian	non-fiction	faith
Where's Spot?	picture-books	childrens	dogs
Cocky Bastard	contemporary-romance	new-adult	contemporary
Out to Canaan (Mitford Years, #4)	fiction	christian-fiction	christian
The Dangerous Days of Daniel X (Daniel X, #1)	young-adult	science-fiction	fantasy
The Hidden Child (Patrik Hedström, #5)	mystery	crime	fiction
Waiting to Exhale (Waiting To Exhale #1)	fiction	african-american	chick-lit
Prom and Prejudice	young-adult	romance	contemporary
Strip Tease	fiction	mystery	humor
Strange Pilgrims	fiction	short-stories	magical-realism
Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)	star-wars	science-fiction	fiction
Showdown (Paradise, #1)	christian-fiction	fiction	christian
Thankless in Death (In Death, #37)	mystery	romance	fiction
Call for the Dead	fiction	mystery	thriller
Marlfox (Redwall, #11)	fantasy	young-adult	childrens
Snow Country	fiction	japan	japanese-literature
Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu	travel	non-fiction	humor
Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)	fiction	thriller	medical
Big Trouble	humor	fiction	mystery
The House of the Dead	classics	fiction	russian-literature
A Total Waste of Makeup (Charlize Edwards, #1)	chick-lit	fiction	romance
Once (Once, #1)	historical-fiction	young-adult	holocaust
Because I'm Worth It (Gossip Girl, #4)	young-adult	chick-lit	fiction
Deadline (Virgil Flowers, #8)	mystery	fiction	crime
Stunning (Pretty Little Liars, #11)	young-adult	mystery	fiction
The Howling	horror	werewolves	fiction
Sign of the Unicorn (The Chronicles of Amber #3)	fantasy	fiction	science-fiction
Scat	mystery	young-adult	fiction
Life After God	fiction	short-stories	contemporary
The City of Falling Angels	non-fiction	travel	history
Afterwards	mystery	fiction	thriller
Autumn in Paris	romance	fiction	young-adult
Hot Water Music	fiction	short-stories	poetry
Warlock (Ancient Egypt, #3)	historical-fiction	fiction	historical
What I Know for Sure	non-fiction	self-help	inspirational
Wisdom (My Blood Approves, #4)	vampires	young-adult	paranormal
The Testament of Mary	fiction	historical-fiction	religion
Defy (Defy, #1)	fantasy	young-adult	romance
Standing in the Rainbow (Elmwood Springs, #2)	fiction	humor	chick-lit
Maitreyi	romanian-literature	classics	romance
The Misremembered Man (Tailorstown #1)	fiction	ireland	historical-fiction
Carter Beats the Devil	fiction	historical-fiction	mystery
Story of the Eye	fiction	erotica	horror
Knit Two (Friday Night Knitting Club, #2)	fiction	chick-lit	knitting
In the Night Kitchen	picture-books	childrens	fiction
Will You Please Be Quiet, Please?	short-stories	fiction	american
The Selected Poetry of Rainer Maria Rilke	poetry	classics	literature
Eternal Rider (Lords of Deliverance, #1, Demonica, #6)	paranormal-romance	paranormal	romance
The Story of a Shipwrecked Sailor	fiction	classics	non-fiction
Concealed in Death (In Death, #38)	mystery	romance	fiction
Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing	health	self-help	non-fiction
Mind Prey (Lucas Davenport, #7)	mystery	fiction	thriller
The Color of Secrets	historical-fiction	fiction	romance
Planetary, Volume 1: All Over the World and Other Stories	comics	graphic-novels	science-fiction
Stolen Songbird (The Malediction Trilogy, #1)	fantasy	young-adult	romance
Most Talkative: Stories from the Front Lines of Pop Culture	non-fiction	memoir	humor
The Green Mile, Part 2: The Mouse on the Mile	horror	fiction	thriller
A Cry In The Night	mystery	fiction	suspense
Assata: An Autobiography	non-fiction	biography	memoir
Days of Magic, Nights of War (Abarat, #2)	fantasy	young-adult	fiction
The Three Billy Goats Gruff	childrens	picture-books	fiction
True Love Story	new-adult	romance	contemporary-romance
The Moonlit Garden	historical-fiction	fiction	mystery
True Compass: A Memoir	biography	non-fiction	politics
Diamonds Are Forever (James Bond, #4)	fiction	thriller	espionage
Lost Horizon	literature	novels	travel
Hidden Bodies (You, #2)	fiction	mystery	contemporary
Passing	fiction	african-american	historical-fiction
InterWorld (InterWorld, #1)	fantasy	young-adult	science-fiction
The Realm of Possibility	young-adult	poetry	lgbt
The Invisible Wall: A Love Story That Broke Barriers	non-fiction	memoir	biography
The Replacement	young-adult	fantasy	horror
Last Words	biography	non-fiction	humor
The Information: A History, a Theory, a Flood	non-fiction	science	history
Rocket Boys (Coalwood #1)	science	non-fiction	memoir
Kaleidoscope	romance	fiction	chick-lit
A Perfect Spy	fiction	espionage	thriller
The High Window (Philip Marlowe, #3)	mystery	fiction	crime
Affliction (Anita Blake, Vampire Hunter #22)	urban-fantasy	paranormal	vampires
Wildest Dreams (Fantasyland, #1)	fantasy	romance	paranormal
Sudden Prey (Lucas Davenport, #8)	fiction	mystery	crime
Mark of the Lion Trilogy	christian-fiction	historical-fiction	christian
Screw It, Let's Do It: Lessons In Life	business	biography	non-fiction
Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)	childrens	fiction	fantasy
Revolting Rhymes	poetry	childrens	fiction
The Mermaids Singing (Tony Hill & Carol Jordan, #1)	mystery	crime	thriller
The Weight of Glory	non-fiction	theology	christian
Sanctuary	romance	romantic-suspense	fiction
Sunset Express (Elvis Cole, #6)	mystery	fiction	crime
The Bourbon Kings (The Bourbon Kings, #1)	romance	contemporary-romance	contemporary
The Guns of Navarone	fiction	thriller	war
On Her Majesty's Secret Service (James Bond, #11)	fiction	thriller	espionage
Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change	self-help	non-fiction	psychology
Hero	young-adult	lgbt	fantasy
There are No Children Here: The Story of Two Boys Growing Up in the Other America	non-fiction	sociology	education
At Bertram's Hotel (Miss Marple, #11)	mystery	fiction	crime
Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)	young-adult	romance	dystopia
The Great Brain (Great Brain #1)	childrens	fiction	historical-fiction
The Fire Eternal (The Last Dragon Chronicles, #4)	fantasy	dragons	young-adult
Mercy (Buchanan-Renard, #2)	romance	romantic-suspense	contemporary
The Commitments	fiction	music	ireland
Tell-All	fiction	contemporary	abandoned
What My Mother Doesn't Know (What My Mother Doesn't Know #1)	young-adult	poetry	romance
Angelology (Angelology, #1)	fantasy	fiction	angels
The Lady & Sons Savannah Country Cookbook	cookbooks	cooking	non-fiction
No One Writes to the Colonel and Other Stories	fiction	short-stories	magical-realism
Wiseguy	non-fiction	crime	true-crime
Transmetropolitan, Vol. 5: Lonely City (Transmetropolitan, #5)	graphic-novels	comics	science-fiction
Benediction (Plainsong, #3)	fiction	literary-fiction	family
سمفونی مردگان	fiction	novels	literature
After the Night	romance	romantic-suspense	contemporary-romance
Evil at Heart (Archie Sheridan & Gretchen Lowell, #3)	mystery	thriller	fiction
The Bookseller	fiction	historical-fiction	fantasy
The Climb: Tragic Ambitions on Everest	non-fiction	adventure	mountaineering
The Thousand Names (The Shadow Campaigns, #1)	fantasy	epic-fantasy	fiction
An Old-Fashioned Girl	classics	historical-fiction	fiction
Beautiful Burn (The Maddox Brothers, #4)	romance	new-adult	contemporary
Fruits Basket, Vol. 2	manga	fantasy	graphic-novels
Misquoting Jesus: The Story Behind Who Changed the Bible and Why	non-fiction	history	christianity
Wait for It	romance	contemporary	contemporary-romance
The Other Wind (Earthsea Cycle, #6)	fantasy	fiction	young-adult
The Paris Vendetta (Cotton Malone, #5)	thriller	fiction	mystery
Moriarty (Sherlock Holmes #2)	mystery	fiction	historical-fiction
Richard II	plays	classics	fiction
Prisoner of My Desire	historical-romance	romance	historical
Blood Memory	mystery	fiction	thriller
Selected Poems	poetry	classics	romanticism
After I'm Gone	mystery	fiction	thriller
Shadows of the Workhouse	non-fiction	memoir	history
Hunting and Gathering	literary-fiction	fiction	france
One Up On Wall Street: How To Use What You Already Know To Make Money In The Market	business	non-fiction	finance
Against a Dark Background	science-fiction	fiction	space-opera
I Still Dream About You	fiction	chick-lit	humor
A Modest Proposal and Other Satirical Works	fiction	humor	non-fiction
The Book on the Taboo Against Knowing Who You Are	philosophy	non-fiction	spirituality
Mother Courage and Her Children	plays	drama	classics
Up from the Grave (Night Huntress, #7)	vampires	paranormal	urban-fantasy
Sun and Moon, Ice and Snow	fantasy	young-adult	fairy-tales
The Blood Mirror (Lightbringer, #4)	fantasy	epic-fantasy	fiction
Galveston	fiction	crime	mystery
Extra Yarn (E. B. White Read-Aloud Award. Picture Books)	picture-books	childrens	knitting
We the Animals	fiction	short-stories	lgbt
Breaking the Spell: Religion as a Natural Phenomenon	philosophy	religion	non-fiction
The Faerie Queene 	poetry	classics	fantasy
Her Daughter's Dream (Marta's Legacy, #2)	christian-fiction	fiction	christian
Rock Chick Revolution (Rock Chick, #8)	romance	contemporary-romance	contemporary
Tampa	fiction	contemporary	adult
The Fuck-Up	fiction	novels	contemporary
Meg (MEG, #1)	horror	fiction	thriller
Seeing Redd (The Looking Glass Wars, #2)	fantasy	young-adult	fiction
Appointment in Samarra	fiction	classics	novels
Each Peach Pear Plum	picture-books	childrens	fiction
The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win	business	fiction	non-fiction
Humans of New York	non-fiction	photography	art
The Chronicles of Harris Burdick: 14 Amazing Authors Tell the Tales	short-stories	fantasy	fiction
The Freedom Writers Diary	teaching	biography	young-adult
The Post-American World	non-fiction	politics	international-relations
Them: Adventures with Extremists	non-fiction	politics	humor
The Ladies of Grace Adieu and Other Stories	fantasy	short-stories	fiction
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook)	cookbooks	non-fiction	cooking
Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice	non-fiction	russia	politics
The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich	finance	non-fiction	personal-finance
Forgotten	young-adult	romance	fantasy
Ghettoside: A True Story of Murder in America	non-fiction	true-crime	crime
Lady Cottington's Pressed Fairy Book	fantasy	art	fiction
That Night	mystery	fiction	thriller
Salmon Fishing in the Yemen	fiction	contemporary	humor
The Rest Is Noise: Listening to the Twentieth Century	music	non-fiction	history
Cross My Heart (Cross My Heart, #1)	young-adult	romance	contemporary
Something like Normal	young-adult	romance	new-adult
No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State	non-fiction	politics	history
Pastwatch: The Redemption of Christopher Columbus	science-fiction	fiction	time-travel
The Next Accident (Quincy & Rainie, #3)	mystery	thriller	suspense
The Divan	poetry	classics	iran
Once a Runner	fiction	sports	non-fiction
Zita the Spacegirl (Zita the Spacegirl, #1)	graphic-novels	science-fiction	comics
Paradiso (The Divine Comedy, #3)	classics	fiction	literature
Restless	fiction	historical-fiction	mystery
The Ear, the Eye, and the Arm	young-adult	science-fiction	fantasy
Take This Regret (Take This Regret, #1)	romance	new-adult	contemporary-romance
Stay Out of the Basement  (Goosebumps, #2)	horror	childrens	fiction
The Girl You Lost	thriller	mystery	psychological-thriller
Willing Captive	romance	new-adult	contemporary
One Day at Horrorland (Goosebumps, #16)	horror	childrens	fiction
The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City	food	non-fiction	travel
Talon (Talon, #1)	fantasy	young-adult	dragons
Radiance (Wraith Kings, #1)	fantasy	romance	fantasy-romance
The Red House	fiction	abandoned	contemporary
Footfall	science-fiction	fiction	aliens
Twelfth Grade Kills (The Chronicles of Vladimir Tod, #5)	vampires	young-adult	fantasy
Ice Station Zebra	fiction	thriller	adventure
A. Lincoln	history	non-fiction	biography
Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth	classics	literature	plays
Ain't She Sweet	romance	contemporary-romance	contemporary
Promised (One Night, #1)	romance	erotica	contemporary-romance
Bruiser	young-adult	fantasy	paranormal
Stone Soup	picture-books	childrens	fiction
Falling Free (Vorkosigan Saga, #4)	science-fiction	fiction	space-opera
If I Stay Collection (If I Stay, #1-2)	young-adult	romance	fiction
